AUI|CODE|STR|ISPREF|ETIQUETA_CIE9
B00000256A|A46.1|ACTIVIDAD DE ENFERMERIA|Y|
B00000257A|A46.2|CONSULTA EN URGENCIAS|Y|
B00000260A|A47.1|CONSULTA CON ESPECIALISTA|Y|
B00000266A|A50.10|CLT|Y|
B00000267A|A50.11|CONSULTA TTO CRONICO/LARGA DURACION|Y|
B00000268A|A50.12|CONSULTA+RECETAS+ANALISIS|Y|
B00000271A|A50.4|INYECCION|Y|
B00000274A|A50.7|MEDICAMENTOS|Y|
B00000275A|A50.8|PACIENTE POLIMEDICADO|Y|
B00000276A|A50.9|PROBLEMA MEDICACION|Y|
B00000279A|A51.1|INCISION/DRENAJE/LAVADO/ELIMINACION DE FLUIDOS ORGANIZAC|Y|
B11302973A|A51.-1|INCISION/DRENAJE/LAVADO/ELIMINACION DE FLUIDOS ORGANICOS (RESTO)|Y|
B00000282A|A52.1|INTERVENCIO QUIRURGICA|Y|
B11302974A|A52.-1|EXCISION/REMOCION DE TEJIDOS/BIOPSIA/DESTRUCCION/DESBRIDAMIE (RESTO)|Y|
B00991895A|A52.2|EXCISION/REMOCION DE TEJIDOS/BIOPSIAS|Y|
B00000285A|A53.1|INSTRUMENTACION,CATETERIZACION/INTUBACION/DILATACION|Y|
B11302975A|A53.-1|INSTRUMENTACION,CATETERIZACION/INTUBACION/DILATACION (RESTO)|Y|
B00000288A|A54.1|REDUCCION/FIJACION/SUTURA/ESCAYOLA/APLICIONES Y REMOCI|Y|
B11302976A|A54.-1|REDUCCION/FIJACION/SUTURA/ESCAYOLA/APLICIONES Y REMOCI (RESTO)|Y|
B00000292A|A56.1|VENDAJE/PRESION/COMPRESION/TAPONAMIENTO|Y|
B00000295A|A57.1|MEDICINA FISICA/REHABILITACION|Y|
B00000296A|A57.2|HISTORIA DE FISIOTERAPIA|Y|
B00000299A|A58.1|CONSEJO EDUCAC. (AUTOEDUCAC.) TERAPEUTICA|Y|
B11302978A|A58.-1|CONSEJO TERAPEUTICO/ESCUCHA TERAPEUTICA (RESTO)|Y|
B03153424A|A59.1|PROCEDIMIENTO TERAPEUTICO|Y|
B00000305A|A60.1|TUBERCULOSIS RESULTADO MANTOUX (EXC. CONVERSION)|Y|
B00000306A|A60.2|RESULTADOS DE PRUEBAS Y PROCEDIMIENTOS|Y|
B00409548A|A60.3|INVESTIGACIONES RESULTADOS NORMALES|Y|
B00000308A|A60.4|PRUEBA|Y|
B00000309A|A60.5|ORINA NORMAL|Y|
B00000310A|A60.6|MICRO (NO ESPECIFICA DIAGNOSTICO)|Y|
B00000311A|A60.7|TUBERCULINA MANTOUX (SIN RESULTADO ESPECIFICADO)|Y|
B00000314A|A61.1|INFORME|Y|
B00000317A|A62.1|CONSULTA DE TIPO ADMINISTRATIVO|Y|
B00000319A|A62.3|CONSULTA TELEFONICA|Y|
B00000320A|A62.4|PENDIENTE|Y|
B00000321A|A62.5|CONSULTA (NO ACUDE)|Y|
B00000322A|A62.6|INFORMACION|Y|
B09393578A|A62.7|CAMBIO DE SITUACION ADMINISTRATIVA|Y|
B03092607A|A62.8|PROCEDIMIENTO ADMINISTRATIVO|Y|
B00105511A|A63.1|HOJA EVOLUCION|Y|
B00000327A|A64.1|CONSULTA SOLICITADA/INICIADA POR EL PROFESIONAL|Y|
B00000330A|A65.1|MEDICACION(PRESCRIP.)(PETICION DE)OTRA PRES. DISTINT.AL|Y|
B00000333A|A66.1|DERIVACION A OTRO PROFESIONAL/ENFERMERA/TERAPEUTA/ASISTENTE|Y|
B00000336A|A67.1|INGRESO HOSPITAL|Y|
B00000339A|A67.10|DERIVACION ESPECIALISTA/HOSPITAL/RADIOLOGIA/LABORATORIO|Y|
B00000338A|A67.2|CONSULTES ODONTOLOGIA|Y|
B00000341A|A67.5|PODOLOGIA|Y|
B00000342A|A67.6|TRAUMATOLOGIA|Y|
B00010019A|A67.7|CONSULTA DE GINECOLOGIA|Y|
B00000345A|A67.9|OFTALMOLOGO|Y|
B00000348A|A68.1|OTRAS DERIVACACIONES NC|Y|
B00000351A|A69.1|OTRAS RAZONES DE CONSULTA NC|Y|
B00000354A|A70.1|MANTOUX, CONVERSION POSITIVA RECIENTE|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000355A|A70.10|TUBERCULOSIS RENAL|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000356A|A70.11|TUBERCULOSIS ZONA INESPECIFICA|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000357A|A70.12|TUBERCULOSIS MANTOUX POSITIVO PREVIO|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000358A|A70.13|POTT, MAL DE (TBC VERTEBRAL)|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000359A|A70.14|TUBERCULOSI CUTANIA|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000360A|A70.15|MANTOUX POSITIVO|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000361A|A70.16|TUBERCULINA, MANTOUX CONVERSION|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000362A|A70.17|TUBERCULOSIS GANGLIONAR|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000363A|A70.18|TUBERCULOSIS|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000364A|A70.19|DERRAME PLEURAL TUBERCULOSO|Y|DERRAME PLEURAL/PLEURITIS/PLEURESIA POR TBC, TUBERCULOSIS
B00000365A|A70.2|TUBERCULOSIS ARTICULAR|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000366A|A70.20|PLEURESIA CON DERRAME TUBERCULOSO|Y|DERRAME PLEURAL/PLEURITIS/PLEURESIA POR TBC, TUBERCULOSIS
B00000367A|A70.21|TUBERCULOSIS RESIDUAL (PLEU./PULM.)|Y|DERRAME PLEURAL/PLEURITIS/PLEURESIA POR TBC, TUBERCULOSIS
B00010076A|A70.22|PLEURESIA TUBERCULOSA|Y|DERRAME PLEURAL/PLEURITIS/PLEURESIA POR TBC, TUBERCULOSIS
B00000369A|A70.23|TUBERCULOSIS RESPIRATORIA|Y|TUBERCULOSIS, TBC, PULMONAR
B00000370A|A70.3|TUBERCULOSIS EFECTOS TARDIOS|Y|TUBERCULOSIS, TBC, EFECTO TARDIO
B00000371A|A70.4|TUBERCULOSIS GENERALIZADA|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000372A|A70.5|TUBERCULOSIS HUESO|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000373A|A70.6|TUBERCULOSIS INTESTINAL|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000374A|A70.7|TUBERCULOSIS MENINGEA|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000375A|A70.8|TUBERCULOSIS OTRAS (NO RESP.)|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000376A|A70.9|TUBERCULOSIS PRIMARIA|Y|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
B00000379A|A71.1|SARAMPION|Y|SARAMPION
B00000382A|A72.1|VARICELA|Y|VARICELA
B00000385A|A73.1|MALARIA|Y|PALUDISMO, MALARIA
B00000388A|A74.1|RUBEOLA|Y|RUBEOLA
B00000391A|A75.1|FIEBRE GLANDULAR (MONONUCLEOSIS)|Y|FIEBRE GLANDULAR
B00000392A|A75.2|INFECCION POR VIRUS DE EPSTEIN-BARR|Y|MONONUCLEOSIS INFECCIOSA (S. VIRAL DE EPSTEIN BARR)
B00000395A|A76.1|ENFERMEDAD VIRAL CON EXANTEMA NC|Y|OTRA ENFERMEDAD VIRAL, VIROSIS, VIRIASIS CON EXANTEMA
B00010212A|A76.10|EXANTEMA/ERITEMA CON FIEBRE|Y|EXANTEMA/ERITEMA CON FIEBRE
B00010222A|A76.110|EXANTEMA SUBITO|Y|EXANTEMA SUBITO
B01836068A|A76.120|ROSEOLA|Y|EXANTEMA SUBITO
B02621073A|A76.130|POSIBLE ROSEOLA|Y|EXANTEMA SUBITO
B00000397A|A76.2|FIEBRE CON EXANT. (INFECC. VIRICA)|Y|EXANTEMA/ERITEMA CON FIEBRE
B00000398A|A76.3|PIREXIA (ORIG. DESCONOC.) CON EXANTEM. (INF. VIR.)|Y|OTRA ENFERMEDAD VIRAL, VIROSIS, VIRIASIS CON EXANTEMA
B00000399A|A76.4|QUINTA ENFERMEDAD|Y|OTRA ENFERMEDAD VIRAL, VIROSIS, VIRIASIS CON EXANTEMA
B00000400A|A76.5|RASH, EXANT., SUBITO (VIRAL)|Y|EXANTEMA SUBITO
B00000401A|A76.6|VIRUELA|Y|OTRA ENFERMEDAD VIRAL, VIROSIS, VIRIASIS CON EXANTEMA
B00000402A|A76.7|ERITEMA INFECCIOSO|Y|OTRA ENFERMEDAD VIRAL, VIROSIS, VIRIASIS CON EXANTEMA
B00000403A|A76.8|SINDROME MANO PIE BOCA|Y|OTRA ENFERMEDAD VIRAL, VIROSIS, VIRIASIS CON EXANTEMA
B01664415A|A76.9|ULCERA AFTOSA|Y|AFTOSIS VIRIASICA
B00000407A|A77.1|DENGUE|Y|INFECCION POR ARBOVIRUS
B11302995A|A77.-1|OTRAS ENFERMEDADES VIRALES NE (RESTO)|Y|ENFERMEDAD INFECCION VIRAL, VIROSIS, VIRIASIS NE
B00000408A|A77.10|VIRIASIS PROBABLE|Y|ENFERMEDAD INFECCION VIRAL, VIROSIS, VIRIASIS NE
B00000409A|A77.11|PULMON DE CRIADOR DE AVES|Y|ENFERMEDAD INFECCION VIRAL, VIROSIS, VIRIASIS NE
B01479697A|A77.12|OTRAS ENFERMEDADES VIRALES NE|Y|ENFERMEDAD INFECCION VIRAL, VIROSIS, VIRIASIS NE
B00000410A|A77.2|ENFERMEDAD COXSACKIE NC|Y|INFECCION POR COXSACKIE
B00000411A|A77.3|ENFERMEDAD VIRAL NC|Y|ENFERMEDAD INFECCION VIRAL, VIROSIS, VIRIASIS NE
B00000412A|A77.4|FIEBRE AMARILLA|Y|FIEBRE AMARILLA
B00000413A|A77.5|FIEBRE HEMORRAGICA (PICADURA DE ARTROPODO)|Y|FIEBRE HEMORRAGICA PORTADA POR ARTROPODOS
B00000414A|A77.6|ORNITOSIS|Y|INFECCION POR COXSACKIE
B00000415A|A77.7|RABIA|Y|RABIA
B00000416A|A77.8|TIFUS EXANTEMATICO POR PIOJOS|Y|TIFUS EXANTEMATICO POR PIOJOS
B00000417A|A77.9|INFECCION POR CITOMEGALOVIRUS|Y|ENFERMEDAD INFECCION VIRAL, VIROSIS, VIRIASIS NE
B00000420A|A78.1|"PESTE (""PASTEURELLA PESTIS"")"|Y|PESTE
B00000421A|A78.10|INFECCION, FUNGICA NC|Y|OTRA MICOSIS
B00000422A|A78.11|LEPRA|Y|LEPRA
B00000423A|A78.12|LEPTOSPIROSIS|Y|LEPTOSPIROSIS
B00000424A|A78.13|MUERMO|Y|MUERMO
B00000425A|A78.14|TOXOPLASMOSIS|Y|TOXOPLASMOSIS
B00000426A|A78.15|TRIPANOSOMIASIS|Y|TRIPANOSOMIASIS
B00000427A|A78.16|TULAREMIA|Y|TULAREMIA
B00000428A|A78.17|ENF. INVASIVA H. INFL. (SEPSIS)|Y|SEPTICEMIA
B00000429A|A78.18|INFECCION POR HONGOS DEMATIACEOS|Y|MICOSIS OPORTUNISTA
B00000430A|A78.19|MICOSIS BUCAL|Y|OTRA MICOSIS
B00000431A|A78.2|BRUCELOSIS|Y|OTRA ENFERMEDAD BACTERIANA
B00000432A|A78.20|MICOSIS OPORTUNISTA|Y|MICOSIS OPORTUNISTA
B00000433A|A78.21|MICOSIS OROFARINGEA|Y|MICOSIS OPORTUNISTA
B00000434A|A78.22|SEPSIS|Y|SEPTICEMIA
B00000435A|A78.23|SEPSIS NEONATAL|Y|SEPTICEMIA
B00000436A|A78.24|MICOSIS GENITAL|Y|OTRA MICOSIS
B00000437A|A78.25|MICOSIS LINGUAL|Y|OTRA MICOSIS
B00000438A|A78.26|- OTRA ENFERMEDAD DE TRANSMISION SEXUAL, ETS, VENEREA NE |Y|OTRA ENFERMEDAD DE TRANSMISION SEXUAL, ETS, VENEREA NE
B00000439A|A78.27|INFECCION SIN LOCALIZAR|Y|INFECCION SIN LOCALIZAR
B00000440A|A78.28|FIEBRE RECURRENTE POR GARRAPATAS|Y|FIEBRE RECURRENTE POR GARRAPATAS
B00000441A|A78.29|TOXOPLASMOSIS CONGENITA|Y|TOXOPLASMOSIS
B00000442A|A78.3|CARBUNCO|Y|ANTRAX, CARBUNCO
B00000443A|A78.30|TOXOPLASMOSIS MENINGITIS POR|Y|OTRA INFECCION MENINGOCOCICA
B00000444A|A78.31|ESCARLATINA (DEMOSTR.)|Y|ESCARLATINA
B00000445A|A78.32|FIEBRE ESCARLATINA|Y|ESCARLATINA
B00000446A|A78.33|FIEBRE EXANTEMATICA MEDITERRANEA|Y|FIEBRE EXANTEMATICA MEDITERRANEA
B00000447A|A78.34|TOXOPLASMOSIS ADQUIRIDA|Y|TOXOPLASMOSIS
B00000448A|A78.35|ESCARLATINA|Y|ESCARLATINA
B00000449A|A78.4|ENFERMEDAD ARTROPODOS (PICADU.) NC|Y|OTRA ENFERMEDAD PORTADA POR ARTROPODOS
B00441891A|A78.5|ENFERMEDAD INFECCIOSA Y PARASITARIA NE|Y|OTRA ENFERMEDAD PARASITARIA/NE
B00000451A|A78.6|ENFERMEDAD MICOBACTERIAS (OTRAS) NC|Y|INFECCION POR MICOPLASMA
B00000452A|A78.7|ENFERMEDAD RICKETTSIOSIS|Y|RICKETTSIOSIS PORTADAS POR GARRAPATAS
B00000453A|A78.8|FIEBRE RECURRENTE POR PIOJOS|Y|FIEBRE RECURRENTE POR PIOJOS
B00000454A|A78.9|HIDATIDOSIS DISEMINADA|Y|OTRA ENFERMEDAD PARASITARIA/NE
B00000457A|A79.1|CARCINOMA DISEMINADO (REGION PRIMARIA DESCONOCIDA)|Y|CARCINOMATOSIS, NEOPLASIA M (ORIGEN DESCONOCIDO)
B01154509A|A79.107|CARCINOMA DISEMINADO|Y|CARCINOMATOSIS, NEOPLASIA M (ORIGEN DESCONOCIDO)
B00000456A|A79.108|CANCER/NEOPLASIA MALIGNA NE (NO MAPEA)|Y|NEOPLASIA M SECUNDARIA DE ORIGEN DESCONOCIDO
B00044729A|A79.109|CARCINOMA EPIDERMOIDE|Y|CARCINOMATOSIS, NEOPLASIA M (ORIGEN DESCONOCIDO)
B00075409A|A79.110|LEIOMIOSARCOMA|Y|CARCINOMATOSIS, NEOPLASIA M (ORIGEN DESCONOCIDO)
B00010393A|A79.111|METASTASIS CANCER|Y|METASTASIS DE ORIGEN DESCONOCIDO
B00079723A|A79.2|CARCINOMA IN SITU DE SITIO NO ESPECIFICADO|Y|CARCINOMATOSIS, NEOPLASIA M (ORIGEN DESCONOCIDO)
B00000459A|A79.3|NEOPLASIA MALIGNA ORGANO DESCONOCIDO|Y|CARCINOMATOSIS, NEOPLASIA M (ORIGEN DESCONOCIDO)
B02264836A|A79.4|NEOPLASIA MALIGNA NC|Y|CARCINOMATOSIS, NEOPLASIA M (ORIGEN DESCONOCIDO)
B00000461A|A79.5|METASTASIS CANCER ORIGEN DESCONOCIDO|Y|METASTASIS DE ORIGEN DESCONOCIDO
B00610023A|A79.6|METASTASIS  HEPATICAS NE|Y|METASTASIS DE ORIGEN DESCONOCIDO
B11303684A|A79.7|METASTASIS OSEAS NE|Y|METASTASIS DE ORIGEN DESCONOCIDO
B11303685A|A79.8|METASTASIS CEREBRALES NE|Y|METASTASIS DE ORIGEN DESCONOCIDO
B00000467A|A80.1|ACCIDENTE, AUTOMOVIL, DE NC|Y|ACCIDENTE DE TRAFICO
B11302998A|A80.-1|TRAUMATISMO/LESION NE (RESTO)|Y|TRAUMATISMO NE
B00000469A|A80.11|ATROPELLO|Y|ACCIDENTE DE TRAFICO
B00079703A|A80.12|TRAUMATISMO EN EXTREMIDADES|Y|OTRO ACCIDENTE, LESION NE
B00000470A|A80.2|ACCIDENTE, NC|Y|OTRO ACCIDENTE, LESION NE
B00000472A|A80.4|ACCIDENTE DE MOTO|Y|ACCIDENTE DE TRAFICO
B00000473A|A80.5|ACCIDENTE DE TRAFICO|Y|ACCIDENTE DE TRAFICO
B00000474A|A80.6|ACCIDENTE DE TRAFICO (SIN HERIDAS)|Y|ACCIDENTE DE TRAFICO
B00000475A|A80.7|ACCIDENTE LABORAL|Y|OTRO ACCIDENTE, LESION NE
B00000476A|A80.8|PINCHAZO ACCIDENTAL|Y|OTRO ACCIDENTE, LESION NE
B00000477A|A80.9|TRAUMA, TRAUMATISMO|Y|TRAUMATISMO NE
B00000480A|A81.1|LESION INTERNA MULTIPLE (ABD. TORAX, PELVIS) NC|Y|LESION INTERNA DE TORAX
B00000481A|A81.10|TRAUMATISMO COSTAL|Y|TRAUMATISMO NE
B00000482A|A81.11|TRAUMATISMO DE DEDO DE LA MANO, NO ESPECIFICADO|Y|TRAUMATISMO NE
B00000483A|A81.12|TRAUMATISMO DE MANO, SALVO DEDO, NO ESPECIFICADO|Y|TRAUMATISMO NE
B00000484A|A81.13|TRAUMATISMO DE RODILLA/PIERNA/TOBILLO/PIE, NO ESPECIFICA|Y|TRAUMATISMO NE
B00000485A|A81.14|TRAUMATISMO DE CADERA O MUSLO, NO ESPECIFICADO|Y|TRAUMATISMO NE
B00000486A|A81.15|TRAUMATISMO DE CARA Y CUELLO NO ESPECIFICADO|Y|TRAUMATISMO NE
B00001350A|D40.6|GASTROSCOPIA|Y|
B00001351A|D40.7|PROCTOSCOPIA|Y|
B00001352A|D40.8|PROCTOSIGMOIDOSCOPIA|Y|
B00001353A|D40.9|RECTOCOLONOSCOPIA|Y|
B00013868A|D41.1|BARI, ENEMA O DEGLUCIO DE|Y|
B00001358A|D41.3|GASTROINTEST., EXPLOR. RADIOLOGICAS|Y|
B00001359A|D41.4|ULTRASONIDOS VESICULA BILIAR|Y|
B00001360A|D41.5|ECOGRAFIA ABDOMINAL|Y|
B00001364A|D43.1|LABORA., PRUEB. DE (TEST) CONTENIDO GASTRICO|Y|
B00001365A|D43.2|TEST, PRUEBA, MET. DIAG. JUGO GASTRICO|Y|
B01313841A|D45.1|CUIDADOS OSTOMIA|Y|
B02454111A|D45.2|CONSEJOS DIETETICOS|Y|
B00001375A|D49.1|FLUORACION|Y|
B00016237A|D50.3|PROTECCION GASTRICA|Y|
B00013881A|D51.1|ASPIRACIO (TERAPEUTICA) GASTRICA|Y|
B00001385A|D54.1|HERNIA SOPORTE, BRAGUERO NC|Y|
B00001389A|D56.1|TAPONAMIENTO (TERAP.) RECTO|Y|
B00001392A|D57.1|ENTRENAMIENTO OSTOMIA, MANIPULAR|Y|
B00001417A|D70.1|SALMONELOSIS|Y|SALMONELOSIS
B11303725A|D70.10|SHIGELOSIS/ENTERITIS INFECCIOSA POR SHIGELLA|Y|SHIGELLOSIS
B00000554A|D70.11|TOXIINFECCION ALIMENTARIA|Y|TOXIINFECCION ALIMENTARIA BACTERIANA
B00001410A|D70.12|FIEBRE PARATIFICA|Y|FIEBRE TIFOIDEA Y PARATIFOIDEA
B00001411A|D70.13|FIEBRE TIFOIDEA|Y|FIEBRE TIFOIDEA Y PARATIFOIDEA
B00001413A|D70.15|GIARDIASIS/LAMBLIASIS|Y|GIARDIASIS, GIARDIA LAMBLIA
B00001418A|D70.2|AMEBIASIS|Y|AMEBIASIS
B00001419A|D70.20|YERSINIA ENTEROCOLITICA|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00013931A|D70.21|GASTROENTERITIS INFECCIOSA VIRICA|Y|OTRA GASTROENTERITIS INFECCIOSA VIRICA
B11303711A|D70.22|GASTROENTERITIS POR PROTOZOOS|Y|AMEBIASIS
B02951795A|D70.23|GASTROENTERITIS BACTERIANA|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001423A|D70.24|GASTROENTERITIS AGUDA INFECCIOSA|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001424A|D70.25|GASTROENTERITIS POR ROTAVIRUS|Y|OTRA GASTROENTERITIS INFECCIOSA VIRICA
B00001477A|D70.26|GASTROENTERITIS INFEC. INESPECIFICA|Y|OTRA GASTROENTERITIS INFECCIOSA VIRICA
B00001426A|D70.27|INFECCION INTESTINAL E. COLI.|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001427A|D70.28|GASTRITIS CATARRAL (INFLUENZA)|Y|OTRA GASTROENTERITIS INFECCIOSA VIRICA
B11303714A|D70.29|COLIITS/ENTERITIS/GASTROENTERITIS INFECCIOSA|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B11303715A|D70.3|GASTROENTERITIS/DIARREA POR CAMPYLOBACTER|Y|CAMPILOBACTER, INFECCION GASTROINTESTINAL
B00058540A|D70.30|DIARREA DEL VIAJERO|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001432A|D70.32|GASTRITIS POR HELICOBACTER|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001433A|D70.4|COLERA|Y|COLERA
B00013914A|D70.43|GASTROENTERITIS POR SALMONELLA|Y|SALMONELOSIS
B04112148A|D70.44|GASTRITIS HELICOBACTER -|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00014472A|D70.45|INTOXICACION ALIMENTARIA INESPECIFICA|Y|TOXIINFECCION ALIMENTARIA BACTERIANA
B00001412A|D70.46|GASTROENTERITIS INFEC. ESPECIFICA|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B02576589A|D70.47|DISENTERIA|Y|SHIGELLOSIS
B00001414A|D70.48|INTOX. ALIMENTARIA (INFECCION PRESUMIBLE) DISENTERIA|Y|SHIGELLOSIS
B00763165A|D70.49|GASTRITIS HELICOBACTER|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001416A|D70.50|INTOX. ALIMENTARIA (INFECCION PRESUMIBLE) SALMONELLA|Y|SALMONELOSIS
B00001415A|D70.51|INTOX. ALIMENTARIA (INFECCION PRESUMIBLE) ESFECIFICA|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001407A|D70.52|ALIMENTO CONTAMINADO (INFECC.) SALMONELLA, POR|Y|SALMONELOSIS
B00001435A|D70.6|DIARREA, BACTERIANA NC|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001436A|D70.7|DISENTERIA AMEBIANA|Y|AMEBIASIS
B00001437A|D70.8|DISENTERIA BACILAR|Y|SHIGELLOSIS
B11303719A|D70.9|ENTERITIS/COLITIS INFECCIOSA ESPECIFICA|Y|OTRA GASTROENTERITIS INFECCIOSA BACTERIANA
B00001441A|D71.1|MENINGITIS URLIANA (COMPL. PAPERAS)|Y|MENINGITIS POR PAROTIDITIS
B03118716A|D71.2|PAROTIDITIS EPIDEMICA/PAPERAS|Y|PAROTIDITIS EPIDEMICA/PAPERAS (CON/SIN COMPLICACION)
B00001443A|D71.3|PAROTIDITIS EPIDEMICA ORQUITIS|Y|ORQUITIS POR PAROTIDITIS
B00014046A|D71.6|PAROTIDITIS EPIDEMICA/PAPERAS (CON/SIN COMPLICACIONES)|Y|PAROTIDITIS EPIDEMICA/PAPERAS (CON/SIN COMPLICACION)
B00001447A|D72.1|HEPATITIS A|Y|HEPATITIS A
B00356311A|D72.10|PORTADOR DE HEPATITIS C|Y|HEPATITIS C CRONICA
B00001449A|D72.11|HEPATITIS B CRONICA|Y|HEPATITIS B CRONICA
B00001450A|D72.12|HEPATITIS C CRONICA|Y|HEPATITIS B AGUDA
B00001451A|D72.13|HEPATITIS B Y C|Y|HEPATITIS B CRONICA
B00001453A|D72.14|HEPATITIS B PASADA|Y|HEPATITIS B AGUDA
B00014222A|D72.18|HEPATITIS B -|Y|HEPATITIS B CRONICA
B00001446A|D72.19|HEPATITIS VIRAL (NO MAPEA)|Y|OTRA HEPATITIS VIRICA
B00001454A|D72.2|HEPATITIS B|Y|HEPATITIS B CRONICA
B00014224A|D72.20|HEPATITIS B AGUDA|Y|HEPATITIS B AGUDA
B00001455A|D72.3|HEPATITIS INFECCIOSA|Y|OTRA HEPATITIS VIRICA
B00001456A|D72.4|HEPATITIS VIRAL (DIF. A/B)|Y|OTRA HEPATITIS VIRICA
B00001457A|D72.5|HEPATITIS VIRAL NC|Y|OTRA HEPATITIS VIRICA
B00001458A|D72.6|ICTERICIA INFECCIOSA (HEPATITIS) NC|Y|OTRA HEPATITIS VIRICA
B00001459A|D72.7|HEPATITIS C|Y|HEPATITIS C CRONICA
B00001460A|D72.8|HEPATITIS D|Y|HEPATITIS D CRONICA, DELTA
B00014303A|D72.9|PORTADOR DE HEPATITIS B|Y|HEPATITIS B CRONICA
B00001464A|D73.1|ALIMENTO CONTAMINADO (INFECC.)|Y|INTOXICACION ALIMENTARIA INESPECIFICA
B00001465A|D73.10|GASTROENTERITIS|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00078669A|D73.1007|ENTERITIS|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B03149964A|D73.1008|COLITIS / ENTERITIS / GASTROENTERITIS PRESUNTA INFECCIOS|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00001479A|D73.1009|INTOX. ALIMENTARIA (INFECCION PRESUMIBLE)|Y|INTOXICACION ALIMENTARIA INESPECIFICA
B00014520A|D73.1010|GEA CON FIEBRE|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00079001A|D73.1011|ENTEROCOLITIS|Y|COLITIS NE
B00064227A|D73.1012|COLITIS COLAGENA|Y|COLITIS NE
B00001481A|D73.1013|GASTROENTERITIS AGUDA|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00001469A|D73.14|DIARREA/VOMITO DE POSIBLE CAUSA INFECCIOSA|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00076687A|D73.15|DIARREA ORIGEN PRESUMIBLEMENTE INFECCIOSO|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00001471A|D73.16|COLITIS NE|Y|COLITIS NE
B00001478A|D73.18|INFECCION, APARATO DIGESTIVO NC, PRESUM.|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00014477A|D73.9|GASTROENTERITIS INESPECIFICA|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00014509A|D73.999|GEA + IRA|Y|GASTROENTERITIS DE POSIBLE CAUSA INFECCIOSA
B00001484A|D74.1|NEOPLASIA MALIGNA ESTOMAGO|Y|NEOPLASIA M DEL ESTOMAGO
B00014633A|D75.1|NEOPLASIA MALIGNA DE COLON|Y|NEOPLASIA M DE COLON
B00014569A|D75.1003|ADENOCARCINOMA GASTRICO|Y|
B00076527A|D75.1004|ADENOCARCINOMA DE SIGMA|Y|NEOPLASIA M DE COLON
B00060705A|D75.1005|ADENOCARCINOMA DE RECTO|Y|NEOPLASIA M DE RECTO
B00001488A|D75.2|NEOPLASIA MALIGNA ANO|Y|NEOPLASIA M DE RECTO
